"common","catch_count","year","month","MODE_FX","AREA_X","clust","mean_brevis_count"
"BLUEFISH",1,"1995","9","7","5","2",1543920
"COBIA",1,"1995","9","7","5","2",1543920
"COMMON SNOOK",3,"1995","9","7","5","2",1543920
"CREVALLE JACK",13,"1995","9","3","5","2",1543920
"CREVALLE JACK",7,"1995","9","7","5","2",1543920
"GAFFTOPSAIL CATFISH",2,"1995","9","7","5","2",1543920
"GAG",8,"1995","9","7","5","2",1543920
"GRAY SNAPPER",30,"1995","9","7","5","2",1543920
"GULF FLOUNDER",1,"1995","9","3","5","2",1543920
"GULF FLOUNDER",1,"1995","9","7","5","2",1543920
"GULF TOADFISH",1,"1995","9","7","5","2",1543920
"HARDHEAD CATFISH",7,"1995","9","3","5","2",1543920
"HARDHEAD CATFISH",16,"1995","9","7","5","2",1543920
"INSHORE LIZARDFISH",11,"1995","9","7","5","2",1543920
"LADYFISH",19,"1995","9","7","5","2",1543920
"LEFTEYE FLOUNDER FAMILY",1,"1995","9","7","5","2",1543920
"PIGFISH",3,"1995","9","7","5","3",1543920
"PINFISH",5,"1995","9","3","5","2",1543920
"PINFISH",41,"1995","9","7","5","2",1543920
"RED DRUM",1,"1995","9","3","5","2",1543920
"RED DRUM",12,"1995","9","7","5","2",1543920
"SCALED SARDINE",128,"1995","9","7","5","4",1543920
"SPOTTED SEATROUT",19,"1995","9","7","5","4",1543920
"STRIPED BURRFISH",1,"1995","9","7","5","3",1543920
"WHITE GRUNT",4,"1995","9","7","5","2",1543920
"BLUE RUNNER",1,"1995","10","3","5","2",8899
"GAFFTOPSAIL CATFISH",1,"1995","10","7","5","2",8899
"GRAY SNAPPER",8,"1995","10","3","5","2",8899
"HARDHEAD CATFISH",3,"1995","10","7","5","2",8899
"RED DRUM",3,"1995","10","3","5","2",8899
"SHEEPSHEAD",1,"1995","10","3","5","2",8899
"COMMON SNOOK",1,"1995","11","7","5","2",5728
"CREVALLE JACK",3,"1995","11","7","5","2",5728
"GAG",3,"1995","11","7","5","2",5728
"LADYFISH",4,"1995","11","7","5","2",5728
"RED DRUM",1,"1995","11","7","5","2",5728
"SHEEPSHEAD",1,"1995","11","7","5","2",5728
"SPOTTED SEATROUT",20,"1995","11","7","5","4",5728
"STINGRAY FAMILY",2,"1995","11","7","5","3",5728
"WHITE GRUNT",3,"1995","11","7","5","2",5728
"BLACK DRUM",1,"1995","12","3","5","2",696915
"BONNETHEAD",1,"1995","12","3","5","2",696915
"CREVALLE JACK",1,"1995","12","7","5","2",696915
"GRAY SNAPPER",2,"1995","12","3","5","2",696915
"GRAY SNAPPER",6,"1995","12","7","5","2",696915
"GULF FLOUNDER",1,"1995","12","5","5","2",696915
"HARDHEAD CATFISH",2,"1995","12","3","5","2",696915
"LADYFISH",1,"1995","12","7","5","2",696915
"MULLET GENUS",12,"1995","12","7","5","2",696915
"SEATROUT GENUS",1,"1995","12","3","5","2",696915
"SHEEPSHEAD",9,"1995","12","3","5","2",696915
"SHEEPSHEAD",6,"1995","12","5","5","2",696915
"SHEEPSHEAD",2,"1995","12","7","5","2",696915
"SPOTTED SEATROUT",1,"1995","12","3","5","2",696915
"STRIPED MULLET",2,"1995","12","3","5","2",696915
"BLACK DRUM",1,"1996","1","7","5","2",27483
"COMMON SNOOK",1,"1996","1","7","5","2",27483
"GAFFTOPSAIL CATFISH",1,"1996","1","7","5","2",27483
"GRAY SNAPPER",4,"1996","1","7","5","2",27483
"HARDHEAD CATFISH",3,"1996","1","7","5","2",27483
"LADYFISH",5,"1996","1","7","5","2",27483
"PINFISH",4,"1996","1","7","5","2",27483
"SHEEPSHEAD",52,"1996","1","7","5","2",27483
"SPOTTED SEATROUT",7,"1996","1","7","5","2",27483
"COMMON SNOOK",3,"1996","2","7","5","2",5143478
"CREVALLE JACK",6,"1996","2","7","5","2",5143478
"PERMIT",1,"1996","2","7","5","2",5143478
"RED DRUM",13,"1996","2","7","5","2",5143478
"SHEEPSHEAD",22,"1996","2","7","5","2",5143478
"SPOTTED SEATROUT",29,"1996","2","7","5","4",5143478
"BLUE RUNNER",6,"1996","3","7","5","2",171481
"COMMON SNOOK",6,"1996","3","7","5","2",171481
"CREVALLE JACK",22,"1996","3","7","5","2",171481
"FLORIDA POMPANO",1,"1996","3","7","5","2",171481
"GRAY SNAPPER",17,"1996","3","7","5","2",171481
"HARDHEAD CATFISH",33,"1996","3","7","5","2",171481
"KINGFISH GENUS",1,"1996","3","7","5","2",171481
"LADYFISH",29,"1996","3","7","5","2",171481
"PINFISH",16,"1996","3","7","5","2",171481
"RED DRUM",1,"1996","3","7","5","2",171481
"SAND PERCH",1,"1996","3","7","5","2",171481
"SHEEPSHEAD",40,"1996","3","7","5","2",171481
"SOUTHERN PUFFER",2,"1996","3","7","5","2",171481
"SPANISH MACKEREL",32,"1996","3","7","5","2",171481
"SPOTTED SEATROUT",92,"1996","3","7","5","4",171481
"STINGRAY GENUS",2,"1996","3","7","5","2",171481
"STRIPED MULLET",5,"1996","3","7","5","2",171481
"BLUEFISH",1,"1996","4","7","5","2",22569
"COMMON SNOOK",19,"1996","4","7","5","2",22569
"CREVALLE JACK",12,"1996","4","7","5","2",22569
"GAFFTOPSAIL CATFISH",2,"1996","4","7","5","2",22569
"GAG",2,"1996","4","7","5","2",22569
"GRAY SNAPPER",1,"1996","4","7","5","2",22569
"GULF FLOUNDER",1,"1996","4","3","5","2",22569
"HARDHEAD CATFISH",2,"1996","4","7","5","2",22569
"INSHORE LIZARDFISH",5,"1996","4","3","5","2",22569
"LADYFISH",29,"1996","4","7","5","2",22569
"PINFISH",42,"1996","4","3","5","2",22569
"PINFISH",15,"1996","4","7","5","2",22569
"RED DRUM",4,"1996","4","3","5","2",22569
"RED DRUM",4,"1996","4","7","5","2",22569
"SCALED SARDINE",36,"1996","4","7","5","4",22569
"SHEEPSHEAD",3,"1996","4","7","5","2",22569
"SOUTHERN KINGFISH",1,"1996","4","3","5","2",22569
"SOUTHERN PUFFER",1,"1996","4","3","5","2",22569
"SPANISH MACKEREL",2,"1996","4","3","5","2",22569
"SPANISH MACKEREL",4,"1996","4","7","5","2",22569
"SPOTTED SEATROUT",68,"1996","4","7","5","4",22569
"STINGRAY GENUS",4,"1996","4","7","5","2",22569
"STRIPED BURRFISH",2,"1996","4","3","5","3",22569
"STRIPED BURRFISH",1,"1996","4","7","5","3",22569
"WHITE GRUNT",15,"1996","4","7","5","2",22569
"BLACK SEA BASS",1,"1996","5","7","5","2",255373
"BLUEFISH",1,"1996","5","7","5","2",255373
"COMMON SNOOK",19,"1996","5","7","5","2",255373
"CREVALLE JACK",1,"1996","5","3","5","2",255373
"CREVALLE JACK",18,"1996","5","7","5","2",255373
"FLORIDA POMPANO",1,"1996","5","7","5","2",255373
"GAG",1,"1996","5","7","5","2",255373
"GRAY SNAPPER",13,"1996","5","3","5","2",255373
"GULF FLOUNDER",1,"1996","5","7","5","2",255373
"HARDHEAD CATFISH",5,"1996","5","7","5","2",255373
"LADYFISH",4,"1996","5","7","5","2",255373
"MOJARRA FAMILY",2,"1996","5","7","5","2",255373
"MULLET GENUS",9,"1996","5","3","5","2",255373
"PIGFISH",33,"1996","5","7","5","3",255373
"PINFISH",22,"1996","5","3","5","2",255373
"PINFISH",509,"1996","5","7","5","5",255373
"RED DRUM",1,"1996","5","3","5","2",255373
"RED DRUM",11,"1996","5","7","5","2",255373
"SAND PERCH",1,"1996","5","7","5","2",255373
"SCALED SARDINE",395,"1996","5","7","5","5",255373
"SPANISH MACKEREL",1,"1996","5","7","5","2",255373
"SPOTTED SEATROUT",30,"1996","5","7","5","4",255373
"STRIPED BURRFISH",1,"1996","5","7","5","3",255373
"ATLANTIC SPADEFISH",1,"1996","6","3","5","2",2300
"COMMON SNOOK",17,"1996","6","3","5","2",2300
"COMMON SNOOK",12,"1996","6","7","5","2",2300
"CREVALLE JACK",1,"1996","6","3","5","2",2300
"CREVALLE JACK",1,"1996","6","7","5","2",2300
"GRAY SNAPPER",51,"1996","6","3","5","2",2300
"PINFISH",10,"1996","6","3","5","2",2300
"RED DRUM",12,"1996","6","7","5","2",2300
"SHEEPSHEAD",7,"1996","6","3","5","2",2300
"SPANISH MACKEREL",5,"1996","6","3","5","2",2300
"SPOTTED SEATROUT",33,"1996","6","7","5","4",2300
"CREVALLE JACK",15,"1996","7","7","5","2",419
"GAFFTOPSAIL CATFISH",7,"1996","7","7","5","2",419
"GRAY SNAPPER",20,"1996","7","7","5","2",419
"GULF KINGFISH",1,"1996","7","3","5","2",419
"INSHORE LIZARDFISH",2,"1996","7","7","5","2",419
"LADYFISH",2,"1996","7","7","5","2",419
"PINFISH",20,"1996","7","3","5","2",419
"PINFISH",12,"1996","7","7","5","2",419
"RED DRUM",2,"1996","7","7","5","2",419
"RED GROUPER",2,"1996","7","3","5","2",419
"SAND PERCH",1,"1996","7","7","5","2",419
"SEAROBIN FAMILY",1,"1996","7","3","5","3",419
"SPANISH MACKEREL",4,"1996","7","7","5","2",419
"SPOTTED SEATROUT",14,"1996","7","7","5","4",419
"WHITE GRUNT",7,"1996","7","7","5","2",419
"ATLANTIC NEEDLEFISH",2,"1996","8","7","5","3",169
"BLUEFISH",1,"1996","8","7","5","2",169
"CREVALLE JACK",2,"1996","8","7","5","2",169
"GAFFTOPSAIL CATFISH",18,"1996","8","7","5","2",169
"GAG",22,"1996","8","7","5","2",169
"GRAY SNAPPER",9,"1996","8","7","5","2",169
"HARDHEAD CATFISH",4,"1996","8","7","5","2",169
"LADYFISH",2,"1996","8","7","5","4",169
"LANE SNAPPER",1,"1996","8","7","5","2",169
"NEEDLEFISH FAMILY",3,"1996","8","7","5","3",169
"PINFISH",89,"1996","8","7","5","4",169
"RED DRUM",11,"1996","8","7","5","2",169
"RED GROUPER",20,"1996","8","7","5","2",169
"REQUIEM SHARK FAMILY",3,"1996","8","3","5","2",169
"SAND PERCH",30,"1996","8","7","5","3",169
"SHEEPSHEAD",1,"1996","8","3","5","2",169
"SHEEPSHEAD",1,"1996","8","7","5","2",169
"SPANISH MACKEREL",3,"1996","8","7","5","2",169
"SPOTTED SEATROUT",93,"1996","8","7","5","4",169
"STRIPED MULLET",14,"1996","8","3","5","3",169
"WHITE GRUNT",19,"1996","8","7","5","2",169
"CREVALLE JACK",3,"1996","9","3","5","2",0
"CREVALLE JACK",8,"1996","9","5","5","2",0
"CREVALLE JACK",9,"1996","9","7","5","2",0
"FLORIDA POMPANO",1,"1996","9","3","5","2",0
"GAFFTOPSAIL CATFISH",2,"1996","9","7","5","2",0
"GAG",4,"1996","9","5","5","2",0
"GRAY SNAPPER",1,"1996","9","7","5","2",0
"HARDHEAD CATFISH",1,"1996","9","7","5","2",0
"INSHORE LIZARDFISH",1,"1996","9","7","5","2",0
"LADYFISH",1,"1996","9","3","5","2",0
"LADYFISH",2,"1996","9","5","5","2",0
"LADYFISH",6,"1996","9","7","5","4",0
"LEFTEYE FLOUNDER FAMILY",3,"1996","9","3","5","2",0
"PINFISH",22,"1996","9","3","5","3",0
"PINFISH",2,"1996","9","7","5","2",0
"RED DRUM",10,"1996","9","5","5","2",0
"RED DRUM",3,"1996","9","7","5","2",0
"SCALED SARDINE",348,"1996","9","7","5","5",0
"SOUTHERN FLOUNDER",3,"1996","9","3","5","3",0
"SPOTTED SEATROUT",66,"1996","9","7","5","4",0
"UNIDENTIFIED (SURFACE FISH)",1,"1996","9","7","5","3",0
"BLACK SEA BASS",2,"1996","10","7","5","2",24
"COMMON SNOOK",6,"1996","10","3","5","2",24
"COMMON SNOOK",4,"1996","10","7","5","2",24
"CREVALLE JACK",8,"1996","10","3","5","2",24
"CREVALLE JACK",30,"1996","10","7","5","3",24
"GAFFTOPSAIL CATFISH",1,"1996","10","3","5","3",24
"GAFFTOPSAIL CATFISH",9,"1996","10","7","5","3",24
"GAG",24,"1996","10","3","5","3",24
"GAG",7,"1996","10","7","5","3",24
"GRAY SNAPPER",4,"1996","10","3","5","3",24
"GRAY SNAPPER",7,"1996","10","7","5","3",24
"GRUNT FAMILY",10,"1996","10","7","5","3",24
"GULF FLOUNDER",3,"1996","10","7","5","2",24
"HARDHEAD CATFISH",7,"1996","10","3","5","2",24
"HARDHEAD CATFISH",14,"1996","10","7","5","2",24
"INSHORE LIZARDFISH",4,"1996","10","7","5","2",24
"LADYFISH",3,"1996","10","3","5","2",24
"LADYFISH",11,"1996","10","7","5","2",24
"LANE SNAPPER",2,"1996","10","7","5","3",24
"LEFTEYE FLOUNDER FAMILY",1,"1996","10","3","5","3",24
"LEFTEYE FLOUNDER GENUS",2,"1996","10","3","5","3",24
"PINFISH",20,"1996","10","7","5","3",24
"RED DRUM",1,"1996","10","3","5","2",24
"RED DRUM",11,"1996","10","7","5","2",24
"RED GROUPER",6,"1996","10","7","5","3",24
"SCALED SARDINE",18,"1996","10","7","5","4",24
"SHEEPSHEAD",7,"1996","10","7","5","2",24
"SOUTHERN FLOUNDER",1,"1996","10","7","5","3",24
"SPANISH MACKEREL",3,"1996","10","7","5","2",24
"SPOTTED SEATROUT",3,"1996","10","3","5","3",24
"SPOTTED SEATROUT",16,"1996","10","7","5","4",24
"STINGRAY FAMILY",1,"1996","10","7","5","3",24
"STRIPED MOJARRA",4,"1996","10","7","5","3",24
"BLACK DRUM",1,"1996","11","3","5","2",4971
"BLACKNOSE SHARK",1,"1996","11","3","5","2",4971
"COMMON SNOOK",4,"1996","11","7","5","2",4971
"GAG",1,"1996","11","3","5","2",4971
"GRAY SNAPPER",8,"1996","11","3","5","2",4971
"GULF FLOUNDER",1,"1996","11","7","5","2",4971
"HARDHEAD CATFISH",1,"1996","11","3","5","2",4971
"INSHORE LIZARDFISH",17,"1996","11","3","5","2",4971
"INSHORE LIZARDFISH",2,"1996","11","7","5","2",4971
"LADYFISH",1,"1996","11","3","5","2",4971
"LADYFISH",1,"1996","11","7","5","2",4971
"LEFTEYE FLOUNDER FAMILY",1,"1996","11","3","5","2",4971
"LEFTEYE FLOUNDER FAMILY",1,"1996","11","7","5","2",4971
"NEEDLEFISH FAMILY",1,"1996","11","3","5","3",4971
"NEEDLEFISH FAMILY",2,"1996","11","7","5","3",4971
"PINFISH",64,"1996","11","3","5","3",4971
"PINFISH",60,"1996","11","7","5","4",4971
"RED DRUM",2,"1996","11","3","5","2",4971
"RED DRUM",25,"1996","11","7","5","2",4971
"SAND PERCH",1,"1996","11","3","5","2",4971
"SCALED SARDINE",10,"1996","11","3","5","4",4971
"SCALED SARDINE",362,"1996","11","7","5","5",4971
"SEAROBIN FAMILY",1,"1996","11","3","5","3",4971
"SILVER JENNY",20,"1996","11","3","5","3",4971
"SILVER JENNY",24,"1996","11","7","5","3",4971
"SOUTHERN PUFFER",1,"1996","11","3","5","3",4971
"SPANISH MACKEREL",6,"1996","11","3","5","2",4971
"SPOTTED SEATROUT",2,"1996","11","3","5","2",4971
"SPOTTED SEATROUT",29,"1996","11","7","5","4",4971
"WHITE MULLET",1,"1996","11","7","5","3",4971
"BLUE RUNNER",1,"1996","12","7","5","2",3325
"BLUEFISH",9,"1996","12","7","5","2",3325
"COMMON SNOOK",10,"1996","12","7","5","2",3325
"CREVALLE JACK",1,"1996","12","3","5","2",3325
"CREVALLE JACK",4,"1996","12","7","5","2",3325
"FLORIDA POMPANO",1,"1996","12","7","5","2",3325
"GRAY SNAPPER",4,"1996","12","7","5","2",3325
"GULF FLOUNDER",4,"1996","12","7","5","2",3325
"LADYFISH",9,"1996","12","7","5","2",3325
"RED DRUM",7,"1996","12","3","5","2",3325
"RED DRUM",4,"1996","12","7","5","2",3325
"SAND PERCH",1,"1996","12","7","5","2",3325
"SAND SEATROUT",30,"1996","12","7","5","3",3325
"SHEEPSHEAD",4,"1996","12","7","5","2",3325
"SOUTHERN KINGFISH",23,"1996","12","7","5","3",3325
"SPANISH MACKEREL",1,"1996","12","7","5","2",3325
"SPOTTED SEATROUT",76,"1996","12","7","5","4",3325
"STRIPED MULLET",15,"1996","12","7","5","2",3325
"BLACK SEA BASS",3,"1997","1","7","5","2",7391
"BLUEFISH",7,"1997","1","7","5","2",7391
"COMMON SNOOK",6,"1997","1","7","5","2",7391
"CREVALLE JACK",7,"1997","1","7","5","2",7391
"FLORIDA POMPANO",1,"1997","1","3","5","2",7391
"GAFFTOPSAIL CATFISH",1,"1997","1","7","5","2",7391
"GAG",4,"1997","1","7","5","2",7391
"GRAY SNAPPER",6,"1997","1","3","5","2",7391
"GRAY SNAPPER",11,"1997","1","7","5","2",7391
"GULF FLOUNDER",2,"1997","1","7","5","2",7391
"INSHORE LIZARDFISH",2,"1997","1","3","5","2",7391
"KINGFISH GENUS",4,"1997","1","7","5","2",7391
"LADYFISH",13,"1997","1","7","5","2",7391
"LEFTEYE FLOUNDER FAMILY",1,"1997","1","7","5","2",7391
"NEEDLEFISH FAMILY",1,"1997","1","7","5","3",7391
"PINFISH",1,"1997","1","3","5","2",7391
"PINFISH",4,"1997","1","7","5","2",7391
"RED DRUM",1,"1997","1","7","5","2",7391
"SEAROBIN FAMILY",1,"1997","1","3","5","2",7391
"SEATROUT GENUS",8,"1997","1","7","5","2",7391
"SHEEPSHEAD",4,"1997","1","3","5","2",7391
"SHEEPSHEAD",27,"1997","1","7","5","2",7391
"SOUTHERN PUFFER",1,"1997","1","7","5","2",7391
"SPOTTED SEATROUT",117,"1997","1","7","5","4",7391
"STRIPED BURRFISH",2,"1997","1","7","5","3",7391
"BLACK SEA BASS",1,"1997","2","7","5","2",0
"COMMON SNOOK",1,"1997","2","7","5","2",0
"CREVALLE JACK",1,"1997","2","7","5","2",0
"GULF FLOUNDER",2,"1997","2","3","5","2",0
"HARDHEAD CATFISH",1,"1997","2","7","5","2",0
"INSHORE LIZARDFISH",1,"1997","2","3","5","2",0
"LADYFISH",12,"1997","2","7","5","2",0
"RED DRUM",2,"1997","2","7","5","2",0
"SCALED SARDINE",70,"1997","2","7","5","4",0
"SHEEPSHEAD",2,"1997","2","3","5","2",0
"SHEEPSHEAD",4,"1997","2","7","5","2",0
"SOUTHERN FLOUNDER",1,"1997","2","3","5","3",0
"SOUTHERN KINGFISH",36,"1997","2","3","5","3",0
"SOUTHERN PUFFER",5,"1997","2","3","5","2",0
"SPANISH MACKEREL",1,"1997","2","3","5","2",0
"SPANISH MACKEREL",2,"1997","2","7","5","2",0
"SPOTTED SEATROUT",24,"1997","2","7","5","4",0
"STRIPED BURRFISH",2,"1997","2","3","5","3",0
"BLUE RUNNER",5,"1997","3","7","5","2",0
"BLUEFISH",3,"1997","3","3","5","2",0
"COMMON SNOOK",2,"1997","3","3","5","2",0
"COMMON SNOOK",4,"1997","3","7","5","2",0
"CREVALLE JACK",3,"1997","3","3","5","2",0
"CREVALLE JACK",4,"1997","3","7","5","2",0
"FLORIDA POMPANO",1,"1997","3","3","5","2",0
"GAFFTOPSAIL CATFISH",2,"1997","3","7","5","2",0
"GAG",4,"1997","3","7","5","2",0
"GRAY SNAPPER",27,"1997","3","3","5","2",0
"GRAY SNAPPER",10,"1997","3","7","5","2",0
"GULF FLOUNDER",1,"1997","3","3","5","2",0
"GULF FLOUNDER",1,"1997","3","7","5","2",0
"HARDHEAD CATFISH",8,"1997","3","7","5","2",0
"KING MACKEREL",2,"1997","3","7","5","2",0
"LADYFISH",31,"1997","3","3","5","2",0
"LADYFISH",2,"1997","3","7","5","2",0
"LEFTEYE FLOUNDER GENUS",2,"1997","3","7","5","2",0
"PINFISH",4,"1997","3","3","5","2",0
"PINFISH",52,"1997","3","7","5","2",0
"RED DRUM",1,"1997","3","3","5","2",0
"RED DRUM",1,"1997","3","7","5","2",0
"ROUND SCAD",1,"1997","3","7","5","2",0
"SAND PERCH",23,"1997","3","7","5","2",0
"SEAROBIN FAMILY",1,"1997","3","3","5","2",0
"SHEEPSHEAD",62,"1997","3","3","5","2",0
"SOUTHERN KINGFISH",1,"1997","3","3","5","2",0
"SOUTHERN KINGFISH",22,"1997","3","7","5","3",0
"SPANISH MACKEREL",5,"1997","3","3","5","2",0
"SPANISH MACKEREL",10,"1997","3","7","5","2",0
"SPOTTED SEATROUT",57,"1997","3","7","5","4",0
"STINGRAY GENUS",2,"1997","3","3","5","2",0
"WHITE GRUNT",8,"1997","3","3","5","2",0
"WHITE GRUNT",1,"1997","3","7","5","2",0
"CREVALLE JACK",3,"1997","4","7","5","2",0
"FLORIDA POMPANO",1,"1997","4","3","5","2",0
"GAFFTOPSAIL CATFISH",1,"1997","4","3","5","2",0
"GRAY SNAPPER",1,"1997","4","7","5","2",0
"GULF FLOUNDER",1,"1997","4","7","5","2",0
"HARDHEAD CATFISH",7,"1997","4","3","5","2",0
"INSHORE LIZARDFISH",2,"1997","4","3","5","2",0
"LEFTEYE FLOUNDER GENUS",1,"1997","4","3","5","2",0
"MULLET GENUS",7,"1997","4","3","5","2",0
"PINFISH",4,"1997","4","3","5","2",0
"PUFFER FAMILY",1,"1997","4","3","5","2",0
"SHEEPSHEAD",1,"1997","4","3","5","2",0
"SPOTTED SEATROUT",1,"1997","4","3","5","2",0
"STINGRAY GENUS",2,"1997","4","3","5","2",0
"BLUE RUNNER",1,"1997","5","7","5","2",0
"COMMON SNOOK",14,"1997","5","7","5","2",0
"CREVALLE JACK",2,"1997","5","3","5","2",0
"CREVALLE JACK",4,"1997","5","7","5","2",0
"GAG",1,"1997","5","3","5","2",0
"GAG",2,"1997","5","7","5","2",0
"GRASS PORGY",1,"1997","5","7","5","2",0
"GRAY SNAPPER",9,"1997","5","3","5","2",0
"GRAY SNAPPER",21,"1997","5","7","5","2",0
"GULF FLOUNDER",1,"1997","5","3","5","2",0
"GULF FLOUNDER",2,"1997","5","7","5","2",0
"GULF TOADFISH",2,"1997","5","3","5","2",0
"HARDHEAD CATFISH",6,"1997","5","7","5","2",0
"INSHORE LIZARDFISH",1,"1997","5","3","5","2",0
"INSHORE LIZARDFISH",4,"1997","5","7","5","2",0
"KINGFISH GENUS",1,"1997","5","7","5","2",0
"LADYFISH",8,"1997","5","7","5","2",0
"PINFISH",14,"1997","5","7","5","2",0
"RED DRUM",10,"1997","5","7","5","2",0
"RED GROUPER",4,"1997","5","7","5","2",0
"SAND PERCH",12,"1997","5","3","5","2",0
"SCALED SARDINE",12,"1997","5","3","5","4",0
"SCALED SARDINE",90,"1997","5","7","5","4",0
"SHEEPSHEAD",2,"1997","5","3","5","2",0
"SILVERSTRIPE HALFBEAK",12,"1997","5","7","5","3",0
"SPANISH MACKEREL",2,"1997","5","3","5","2",0
"SPOTTED SEATROUT",60,"1997","5","7","5","4",0
"STRIPED MULLET",2,"1997","5","3","5","2",0
"WHITE GRUNT",5,"1997","5","7","5","2",0
"YELLOWTAIL SNAPPER",1,"1997","5","7","5","2",0
"COMMON SNOOK",2,"1997","7","7","5","2",0
"CREVALLE JACK",6,"1997","7","7","5","2",0
"GAG",5,"1997","7","7","5","2",0
"GRAY SNAPPER",26,"1997","7","7","5","2",0
"HARDHEAD CATFISH",15,"1997","7","7","5","2",0
"LEOPARD SEAROBIN",1,"1997","7","7","5","3",0
"PINFISH",8,"1997","7","7","5","3",0
"SPOTTED SEATROUT",10,"1997","7","7","5","4",0
"WHITE GRUNT",2,"1997","7","7","5","2",0
"ATLANTIC THREAD HERRING",250,"1997","8","7","5","5",0
"CREVALLE JACK",12,"1997","8","7","5","2",0
"GAFFTOPSAIL CATFISH",2,"1997","8","7","5","2",0
"GAG",1,"1997","8","7","5","2",0
"GRAY SNAPPER",1,"1997","8","3","5","2",0
"GRAY SNAPPER",20,"1997","8","7","5","3",0
"GRUNT GENUS",10,"1997","8","7","5","3",0
"HARDHEAD CATFISH",1,"1997","8","7","5","2",0
"INSHORE LIZARDFISH",11,"1997","8","7","5","2",0
"LADYFISH",1,"1997","8","7","5","2",0
"PINFISH",3,"1997","8","3","5","3",0
"PINFISH",13,"1997","8","7","5","3",0
"RED DRUM",7,"1997","8","7","5","2",0
"SOUTHERN PUFFER",1,"1997","8","7","5","3",0
"SPOTTED SEATROUT",39,"1997","8","7","5","4",0
"WHITE GRUNT",8,"1997","8","7","5","2",0
"ATLANTIC THREAD HERRING",120,"1997","9","7","5","4",107
"BLACK SEA BASS",1,"1997","9","3","5","2",107
"COMMON SNOOK",9,"1997","9","7","5","2",107
"CREVALLE JACK",10,"1997","9","7","5","2",107
"GAFFTOPSAIL CATFISH",2,"1997","9","7","5","2",107
"GAG",13,"1997","9","7","5","2",107
"GRAY SNAPPER",9,"1997","9","3","5","2",107
"GRAY SNAPPER",54,"1997","9","7","5","3",107
"GULF FLOUNDER",2,"1997","9","7","5","2",107
"HARDHEAD CATFISH",16,"1997","9","7","5","2",107
"LADYFISH",1,"1997","9","3","5","2",107
"LADYFISH",14,"1997","9","7","5","2",107
"LANE SNAPPER",1,"1997","9","3","5","3",107
"LEATHERJACK",1,"1997","9","3","5","3",107
"LEFTEYE FLOUNDER FAMILY",1,"1997","9","7","5","2",107
"MULLET GENUS",8,"1997","9","7","5","3",107
"NEEDLEFISH FAMILY",3,"1997","9","7","5","3",107
"PINFISH",10,"1997","9","3","5","3",107
"PINFISH",28,"1997","9","7","5","3",107
"RED DRUM",5,"1997","9","7","5","2",107
"RED GROUPER",1,"1997","9","7","5","2",107
"SAND PERCH",6,"1997","9","7","5","3",107
"SCALED SARDINE",108,"1997","9","3","5","4",107
"SCALED SARDINE",517,"1997","9","7","5","5",107
"SHEEPSHEAD",2,"1997","9","7","5","2",107
"SILVER JENNY",13,"1997","9","3","5","3",107
"SOUTHERN KINGFISH",1,"1997","9","3","5","3",107
"SPANISH MACKEREL",1,"1997","9","7","5","2",107
"SPOTTED SEATROUT",81,"1997","9","7","5","4",107
"WHITE GRUNT",13,"1997","9","7","5","2",107
"WHITE MULLET",2,"1997","9","7","5","3",107
"ATLANTIC THREAD HERRING",24,"1997","10","3","5","3",143
"COMMON SNOOK",29,"1997","10","7","5","3",143
"CREVALLE JACK",6,"1997","10","3","5","3",143
"CREVALLE JACK",1,"1997","10","7","5","2",143
"GAFFTOPSAIL CATFISH",2,"1997","10","3","5","3",143
"GAFFTOPSAIL CATFISH",1,"1997","10","7","5","3",143
"GAG",1,"1997","10","7","5","3",143
"GRAY SNAPPER",3,"1997","10","3","5","3",143
"GRAY SNAPPER",32,"1997","10","7","5","3",143
"GULF FLOUNDER",2,"1997","10","3","5","3",143
"HARDHEAD CATFISH",1,"1997","10","3","5","3",143
"HARDHEAD CATFISH",1,"1997","10","7","5","2",143
"INSHORE LIZARDFISH",1,"1997","10","3","5","3",143
"LADYFISH",3,"1997","10","7","5","3",143
"LANE SNAPPER",1,"1997","10","7","5","3",143
"LEFTEYE FLOUNDER FAMILY",3,"1997","10","7","5","3",143
"MOJARRA FAMILY",4,"1997","10","7","5","3",143
"PINFISH",14,"1997","10","3","5","3",143
"PINFISH",19,"1997","10","7","5","3",143
"RED DRUM",8,"1997","10","7","5","2",143
"SCALED SARDINE",18,"1997","10","3","5","4",143
"SCALED SARDINE",450,"1997","10","7","5","5",143
"SEAROBIN FAMILY",1,"1997","10","3","5","3",143
"SILVER JENNY",24,"1997","10","7","5","3",143
"SOUTHERN PUFFER",1,"1997","10","3","5","3",143
"SPOTTED SEATROUT",44,"1997","10","7","5","4",143
"STINGRAY GENUS",1,"1997","10","3","5","3",143
"STINGRAY GENUS",1,"1997","10","7","5","3",143
"WHITE MULLET",6,"1997","10","3","5","3",143
